id,price
556713,262104.28695990375
238224,164809.65483345563
257134,113681.02091771431
986212,83821.75081853168
155953,107847.64867057448
438415,76771.14599469451
469753,111825.99318740201
884685,165221.75357828388
854204,224712.88504900027
801187,93472.03123013116
13932,181645.70835341926
95811,150576.57757954544
987595,220665.5820025083
190644,107733.32036759534
112788,207769.1461943868
166069,620674.9622927979
261147,242722.69708153635
332233,171618.3105994513
78476,112753.68729519252
250522,94128.89430793421
578236,218943.8869896472
636460,106279.33534012873
50587,118764.48553765679
309742,96552.35160369729
547918,159187.86595203268
476373,127837.45578293751
127470,108444.42156300078
879781,226873.82424774265
49645,91778.21283628
287082,243304.0322132673
284291,103908.77020158802
577674,87963.29402184521
403472,121396.37041626676
102031,101703.99745609386
950620,101488.70657180618
985727,145757.74838881133
395266,79202.86587858178
650914,127763.4319390555
121889,189405.54130192663
660478,223928.32666175868
497455,149268.4364461419
110244,194761.94057863214
106129,228846.67356679853
884349,200114.312914556
198841,265469.61475831387
571582,214391.76206296618
331397,93473.07708410139
352714,73512.1955876806
877413,157096.11556190415
607417,113665.28181730019
412411,145287.81548368378
673878,181043.40869774908
861146,353164.404575933
652257,248638.980416052
348435,112516.65986475024
849856,178586.0178542548
652323,200499.0321342497
71525,90513.54603234513
175612,223469.0217541745
104005,91463.51541350063
33784,147741.28994231432
692671,112525.01616901865
210212,81882.24975802653
674128,131834.251329478
577466,87639.40448210211
380048,96641.46442307225
752553,90413.22005665784
321382,95853.28771158049
331484,91664.1059458295
306189,163215.4718089835
238612,169114.83929109605
550666,200752.24644507197
659042,102095.3241827722
746743,94004.94123924052
137655,90925.08574221934
356579,114693.76558070186
920470,282518.9551426206
375891,95811.03840272679
416115,78489.56176060926
288457,88504.30308208609
659704,100429.602986434
16094,187856.85066603022
20874,166532.57843903505
590303,176142.41971706622
478525,105070.23184489382
690944,158649.0635365395
598263,130633.73410308716
82980,199486.23692786825
701516,243765.77293399483
184889,144610.6668293849
39145,185188.2107057749
726989,167928.005073303
331721,126393.47191023186
241584,112999.07520305464
916035,150544.33042825793
984721,129929.4154579065
356972,174952.11702633303
534400,128384.84971435204
184769,109692.08269814952
937519,150382.95604957966
588148,88826.74063611025
464174,108850.6668056759
950634,133693.6978254639
78522,109434.93378803173
469777,175194.66033499537
532710,170628.9564820329
78598,110118.93295692783
103917,134917.4816889898
887540,141155.50556273825
542867,181788.71111377375
986201,147156.96818167705
643454,148617.75149042424
428176,131826.19095977256
198672,156425.3942261893
131146,78806.138888717
637285,88883.80152112912
558364,226281.98526027007
62538,182174.28297976562
854019,134912.77616606516
30820,150287.21447152284
879012,204120.83286804135
243205,109514.70511455185
658787,122790.6500899128
296252,102751.4971702177
409369,116774.6403883777
626500,80541.37463284361
106023,149756.9615715263
241819,210401.1884825602
114190,292460.65589958604
873778,181579.94025093078
839350,143946.51200266983
175362,252627.17896309914
747257,163758.45035304184
298692,115671.57670055027
28193,211745.74822394768
88458,140351.86064524262
635554,116472.91595361911
353208,146471.31090369815
878272,107592.31423019238
112712,105509.91215253263
964157,106655.03088941221
500156,123731.92730893721
886740,125558.6041894587
353939,92555.12921269919
879511,209335.3367354124
465939,68284.03710002717
387248,261742.66837917588
62060,102735.3727107432
727442,84161.04299369054
692160,76724.95165537317
455674,81551.37029866937
626704,150746.71710480694
181180,133816.79128167153
499876,114377.69704035902
196008,242598.4842155894
878040,131857.36785609325
176486,119892.63713498067
282294,117014.85327573924
15920,117963.8553297562
39340,102785.72009931902
577370,145757.74838881133
208193,99807.01812856899
692272,84020.80450045795
57445,275846.1687287703
607418,125090.3382227168
678918,137012.5197369526
866644,82348.48090541927
80635,105661.35100364189
571541,147019.7061453628
287471,165648.49806382298
757689,156475.98394442664
111487,144468.38444508286
583661,69864.13741742725
757124,112919.90572681803
625637,123669.65211535516
817161,192062.08991581973
438529,121479.4466851375
145643,87823.33198172615
982126,121935.041892277
631287,129201.1665678126
607246,127536.84255370536
191454,111851.36430290225
577638,80631.6866352961
42056,167528.39258311302
569103,193738.2716276176
743386,96322.42699311541
680050,101403.35711686565
255435,124389.95640888647
728137,175221.16786193693
673290,96099.01785403029
403438,123698.77457932205
952660,172666.7573894243
453468,137123.18901187353
227528,150286.96878943907
615810,154674.0520029971
626766,223954.5959036789
887548,141155.50556273825
95742,103763.6900916875
66926,168965.78576138863
346010,125606.23365239613
114303,197420.03249813805
475917,80852.3265348551
378826,90755.96013039359
64192,97272.33584457143
331996,191898.6387350383
466080,301678.3051469301
197320,157692.17610199042
307511,101923.6050357283
54450,133677.8208676394
776242,154430.03414292715
534294,233146.77074582982
455470,123245.5915236251
384006,241928.8860517932
900627,109468.7600909513
682566,143788.93014129173
591949,195954.36439880956
353907,105292.73290008753
287037,154706.6608355886
879817,186706.93790206936
168939,172771.26882944134
445898,108562.58809174261
611143,123236.04017866118
801973,193697.98649674357
631686,227385.74730821254
957935,100111.58368488528
547507,132190.10275376952
626486,128359.28675677176
416197,95589.9521193063
785493,162103.30643248005
420923,95260.2171188081
241573,97775.29322522006
33990,177540.22284253192
854016,102896.43156030992
532471,110168.338486748
787345,118076.01242609324
692626,179855.34144340962
521800,286104.3350686629
438267,93291.91124885122
747468,136774.71659234414
620679,157861.06626571162
349894,169565.1436934892
90065,206744.57284903643
384053,271884.3315026338
38916,75501.55564003045
238152,71672.23089449694
985682,177068.25599919324
878539,192389.01620183527
287098,206343.75281007594
340111,137731.6684283351
987518,187704.5158324691
879663,105147.3604263233
466088,172102.96806761087
523441,104414.10562399177
556675,112559.51671730069
356818,140294.67086655708
492097,220316.94114072577
335397,104636.64902680194
121442,121442.94542582076
515659,150677.5941249947
257112,93363.1581195247
494452,159488.66135952508
453917,180229.6748523736
25068,96799.33219818863
349336,177979.2954221792
542141,81759.80982639386
964992,185685.6518607787
315905,191882.64004744907
287581,197371.71593989807
397699,79706.13710574857
801475,129972.55842307417
66840,111397.76173244821
548454,149795.9242204268
98638,111946.23322925172
867230,157986.40949314873
611582,287428.85142842773
293814,194063.86332230965
316684,201736.18250502774
975982,147188.8119939724
339881,122605.98748739704
638962,145180.84543823343
631090,117802.5780986908
202224,135407.46948995185
169398,112746.07061077582
550675,162172.92089643594
502704,132307.08210225563
410534,81075.9657542565
986024,185511.38817988362
464179,111540.80139629327
611147,108598.30882128932
659440,107873.48678615742
346464,174499.9368018032
301357,135299.90946548403
116358,207147.14084369576
646110,164995.92086435278
222930,188189.0228856157
279902,129300.98729219187
548341,210335.8221343582
679637,161640.99454494513
10502,146131.66982022955
28264,134424.36939385664
255287,89652.23817877044
856372,107902.62357006203
508607,90257.40732289219
841013,78623.87895028222
878483,96991.46387096778
114622,199137.0353038289
26957,225154.5674407544
693459,93456.19464275191
831872,300832.02636735426
95769,126067.67701168859
65970,160061.12237819747
774184,67899.37840514246
90025,157483.68029805398
986043,142836.89573465707
279982,115177.45467735872
659351,93736.99268948691
38429,80388.90721178862
521178,136507.73043333195
383420,125627.96774681541
363175,139406.48384484896
497497,315474.5139155708
504252,95003.707246849
473921,128663.51414790904
856712,132822.72876213366
109800,84519.84366328095
18323,202135.4234932523
952503,192074.37565563244
758100,205113.30193254483
32095,230772.64795614872
867277,89717.35444105335
659459,146471.31090369815
893625,72351.09259815322
726659,85988.50022939086
98581,119807.88220654377
453482,140168.7468960055
519593,161933.50865440807
353942,111359.46382356064
817013,173181.43536983847
986673,94223.09505397193
450461,128139.90150425128
987511,151165.7866785488
571447,152303.17070776905
667826,200755.20282572036
597914,101682.1527474839
454453,105726.62836721823
166757,176445.30054275994
169433,215459.10517771912
464807,151824.49041169358
56786,115531.98648895927
318,109462.85549610434
130009,224857.8790232669
465165,107555.83622163018
153466,142373.9340402709
117347,204436.03457799344
168277,124444.05677729807
986022,64722.08771081152
747582,243495.63362517866
279682,102254.1082141494
678914,98310.88511811651
306139,144091.94733495926
137675,104694.88772215905
794123,107291.27201250018
964331,145819.27059470044
110260,229247.96625679685
113631,212273.31975595755
777821,227828.68037299011
413902,207950.8410827213
576802,93771.90817307435
234325,101723.40004669463
331615,117014.74787913047
675796,116525.94486214189
958897,178968.29879143435
841238,148984.2256349824
478357,184440.3656763245
967684,105944.2678062984
950649,101042.22379229599
651748,108661.42693143772
440454,155605.56807431352
606808,98278.84816740996
464140,100539.58776289746
613300,130676.04551912019
109975,113475.93360106858
547712,139435.0768984181
576364,180161.70380370313
121513,112241.98227554624
66938,168965.78576138863
592087,257201.80742241276
949839,152174.1736188572
257092,121062.25480481208
102107,138940.57304178827
521240,235825.43181964237
22163,134715.04800637523
582466,134505.20705541194
175203,94875.02739195427
389536,142351.58293986807
163638,134715.04800637523
307509,81882.24975802653
757869,207054.8159764689
106280,203186.15244582805
418984,187690.63331290951
607022,132849.76439016458
97509,246319.16476018878
567147,130713.11268434141
776330,116402.51648383278
846632,222695.85131643963
119803,135124.2048430354
331489,141818.0018231696
295245,170628.9564820329
607033,243610.06834166244
20115,154800.74678328395
548465,145346.00544632704
324976,95994.5651737735
854108,217362.10570123483
95816,105164.41374680787
71730,131709.46464727176
229783,92101.12211237573
198478,140660.11433119504
282450,175231.00922740318
464725,117090.05928137926
631612,258950.03393314863
986802,211710.19639568892
958764,120884.43403038399
950692,122274.12703705793
288492,87294.41128679841
589944,141818.0018231696
841003,97421.36771633991
331755,118314.51003898666
198643,131832.81017876283
541807,90519.13385704861
274946,166378.13613959274
692309,131089.35820559965
282455,212679.580670278
6752,112496.40305641961
47004,106749.59305866479
425315,260868.4242721277
29425,112572.27626107878
527851,102064.07020514052
111675,122354.55846374898
578281,260672.0053176709
394956,82071.70639399528
243262,129004.1637892308
214683,99268.54192231418
651258,151579.46361248737
800736,135873.35141425935
255455,157690.49363440674
807830,129431.26200779458
231359,109843.45275953478
180757,203281.19991974547
899380,191300.01871251347
178220,92204.81460841921
410659,93309.73837300512
27971,78674.87434486777
873782,140864.53031029738
141498,145309.72246607547
758195,200802.38111434082
884228,253626.99225922648
542561,143312.7751460911
677264,201428.82627656803
274947,124685.40386027581
982121,126833.69236852873
279562,152746.84319124863
757149,101403.26894040238
956876,244645.44397138245
536572,141278.83961494968
159268,150053.21284307505
575661,153594.69341749264
101993,92533.29272770562
567486,133797.04675593664
782276,150160.38559457587
626474,102339.37555223692
652628,241313.062100437
521327,78455.18967651163
72967,149738.06084516717
752761,117420.89143882942
877667,131047.16756719726
450299,105417.25125681885
758045,127508.14858505843
878277,115973.79205238263
278963,94808.13505049095
142653,173105.28358772726
235686,73189.40857072738
4478,152877.03170336457
577642,111414.04799362742
163640,100055.62438397035
659353,112447.23918600239
42170,219580.50594499786
221250,112306.57556684712
28288,193491.9866270557
678816,141255.57580370596
499889,117164.85486372389
136156,95151.57665435346
957930,142261.3522989321
295978,217593.83408711012
776034,122222.1335235468
389601,105058.36509546351
952322,89188.73799384454
157273,113923.02228486251
440089,134295.88499153886
801518,121473.42418692865
970195,199370.77240535108
542864,117566.44907676772
615656,194056.64168594786
423992,105732.17586430149
116086,140651.3359634636
82944,104691.77591863519
352610,128053.136972644
409194,178517.9667017965
195762,96799.33219818863
616081,186280.00817663278
757868,197980.68093910732
28140,93821.03083733172
3289,113798.1949160965
15917,129113.63528524742
119840,83563.58103731879
478494,223828.76551444427
117500,109077.79665495438
68829,130631.25219849244
457210,187132.7408925418
803544,166063.94202122075
831846,148967.57950299914
147154,124355.49521060078
391446,132964.05427487183
221408,150828.04381828147
693368,135995.6901421647
878479,70592.93118829928
693374,249499.6587529639
323720,94558.26342335485
677175,201428.82627656803
255432,179980.04687278162
122532,113043.20942176829
625619,110497.78685720298
135170,268410.88851768075
85726,180245.90818675788
333645,114092.3777595753
258711,81611.21584319674
547911,91404.92393598218
856751,106534.37360644386
719635,116618.29097962569
455637,97255.04530635741
534633,178953.4209813622
659435,91751.87200613527
984748,114268.97681362876
878067,96195.08039285487
801757,258657.7106264901
869218,226209.93648153706
35956,141311.25218956708
757140,109833.44889251252
25186,106924.84770479528
507267,84881.27859877222
996583,139341.43463239045
498858,203104.98046817517
255282,120894.4130636839
387405,168191.90860543013
516343,141311.25218956708
986680,217913.94801251547
620587,144642.00531038965
261145,110419.17249497528
638558,100778.90658130105
739070,278835.97444806324
316640,97650.94834517405
144363,151360.486129149
737693,91599.3704387199
633316,126887.2586295259
455652,133789.64197520306
33700,106342.16348421985
469869,117740.0661019773
19597,109688.58409112321
284447,152770.52838465045
659672,128797.05765697992
425399,91968.88913420879
589785,146630.03147780747
250664,171987.53610443117
339240,95890.21517929503
353199,125659.54141285893
597920,127311.16204346441
718303,100214.48558162608
773934,120902.96555854296
752555,74297.5819184573
138262,74117.15099309859
679538,107673.74074868787
484302,161819.8550822228
776222,285910.76911570405
675314,107195.70780012032
800727,98652.7646231488
298979,159339.8616416221
644919,97763.53812485635
42242,151701.59149255216
393683,186987.92446095726
381641,167199.341137531
692616,98970.27151417498
517628,161075.67045140106
638958,141031.43753710008
878714,181772.94564526159
480654,70474.53666033766
98588,90634.09980629421
21479,112494.3775685484
700036,71880.60887407439
416398,106753.51710449229
584241,171304.1062673604
102179,160820.43656367797
142329,160820.43656367797
781854,85158.4607566993
19760,283874.8818523669
255906,100557.00546313864
541891,143382.4796897298
168303,92219.69915278099
658925,108918.81684177255
606617,95284.1814232644
127170,87863.05934607165
2081,72327.65461037036
653117,137224.82209724232
879762,127217.02101526938
282582,190788.6480795122
130001,115873.78754604839
757690,195037.50115708643
986030,102835.02236790977
631741,196271.46041233485
774387,108088.51989808341
433062,95828.09085081414
696716,102962.94081443222
521572,180371.70989794406
636111,144184.39517172094
406722,168036.29889286536
626765,114859.91727346019
180763,147597.13047778406
380126,130196.83156374982
39056,103189.9304553959
406380,142320.46218667706
127159,101830.4893302013
692277,55217.33500923544
566683,140953.9109302652
428134,77577.57470710919
416411,152966.94041479056
597983,145372.0482931982
583873,146090.28365873112
257359,297563.7883167452
293617,153147.37500842212
651400,126945.8088521252
394555,124156.68982356184
209898,78896.8532980218
28285,166933.78578444166
832631,82295.5551659073
606245,179583.7850801617
581388,153239.93907965525
395207,95260.2171188081
660240,175938.3441291922
849704,114798.18150583106
678977,113157.00362572094
209012,307131.9542403871
119659,149988.16363061653
639034,133838.5406528431
543278,278967.8603459201
287427,217895.75654687718
902905,159311.5457431753
994140,90622.925468952
525439,129052.47462821152
473769,230417.57427536408
98573,89988.61123189694
190531,287199.4078175578
364159,194993.25469908287
536576,197034.33070177952
42244,290485.0502335771
480753,83205.96330645733
853837,114379.04212026682
28139,102752.92640195607
91810,108222.70261380427
499671,98817.99922145938
701710,155400.7472742388
578299,265876.391489337
467805,84739.41788930829
71523,102130.8956108235
82841,89390.1306376105
718353,132285.83856799995
33900,127500.68266216324
32313,153284.86566742073
952667,169394.8305091288
409186,158631.25440197796
127198,125315.78241523857
406268,101661.37832642067
472834,114028.88976235552
652797,227903.73707323393
410435,158176.9339660064
362406,86426.38852433967
453640,196150.13134371128
491219,186290.27680070445
90913,101560.16445849782
507362,182916.99276624003
450554,124927.22975378536
743099,145207.07174881388
879089,275288.92253815255
605705,133454.77226150254
469593,116625.41557210643
169439,221860.8526859699
241670,152931.27176755085
777817,172156.40164771007
800916,145783.82551371708
705096,147058.99633754406
68741,109126.04084214622
543594,167907.65914990657
331150,84725.89663055705
516334,61177.14267592314
746808,102051.64567281716
212876,83799.1434299508
247484,220214.72181541077
822793,150078.65779528453
42265,133326.47386706327
242127,162464.5246750258
68775,123810.33530844573
257153,119033.02158636934
109786,82071.70639399528
271822,151783.35000352634
20832,157225.32628431238
616501,202343.40041412754
916039,178449.02111503918
856742,111673.52840542754
607017,161517.218257931
817053,273734.3763140531
90014,138083.71961728565
207878,263318.66393706977
284570,144483.78723720214
180630,116770.64450066636
638567,81418.73849275101
44652,244060.37654534387
57702,82385.36465260135
198464,129891.23113890563
260668,96831.13837126964
964864,135725.79317207617
831559,149752.1376587019
153468,147417.53958342603
147070,86226.5943291287
616044,174033.61082944315
